# Time-averaged data for fix 3
# TimeStep v_lat_tension
100000 0.984192
100001 -1.2533
100002 1.4987
100003 -0.30727
100004 0.878379
100005 1.53031
100006 -0.073613
100007 0.263241
100008 0.506611
100009 0.707244
100010 1.39167
100011 0.429256
100012 1.33286
100013 1.81177
100014 0.946741
100015 -1.26756
100016 0.362391
100017 1.47174
100018 0.226034
100019 0.14002
100020 1.9273
100021 1.89057
100022 1.06751
100023 1.46681
100024 1.86094
100025 1.20445
100026 -0.351162
100027 0.769289
100028 1.01611
100029 0.998666
100030 0.491148
100031 -0.210468
100032 0.531586
100033 0.712114
100034 0.386245
100035 0.609625
100036 1.38007
100037 0.408775
100038 0.0184075
100039 1.11346
100040 1.11367
100041 -0.457751
100042 0.0875397
100043 2.5179
100044 1.03026
100045 1.55029
100046 0.230918
100047 1.36244
100048 0.99236
100049 1.23129
100050 0.567292
100051 0.739117
100052 1.31948
100053 1.162
100054 0.0956159
100055 2.519
100056 0.337076
100057 0.816972
100058 0.160542
100059 1.65694
100060 -0.0109101
100061 1.23658
100062 0.670724
100063 0.350405
100064 -0.100786
100065 0.237781
100066 1.85325
100067 0.00351782
100068 0.591081
100069 0.497545
100070 -0.795294
100071 0.712686
100072 0.0893823
100073 -0.455738
100074 0.961068
100075 -0.858752
100076 0.695777
100077 0.275869
100078 0.337973
100079 0.287477
100080 0.188692
100081 -0.485127
100082 0.51252
100083 -0.0690975
100084 -0.375431
100085 0.3076
100086 -0.256209
100087 0.471034
100088 0.68046
100089 1.17885
100090 0.670314
100091 1.12702
100092 -0.436184
100093 -0.500145
100094 1.83835
100095 0.78547
100096 0.694847
100097 2.18035
100098 1.2035
100099 0.902929
100100 -0.265448
100101 0.896704
100102 0.392461
100103 0.679624
100104 -0.181069
100105 -1.05923
100106 0.81527
100107 -0.712029
100108 0.333345
100109 -0.066772
100110 -0.215153
100111 0.0816289
100112 1.19549
100113 -1.13644
100114 0.593066
100115 0.380296
100116 0.3732
100117 2.34229
100118 0.281108
100119 0.74501
100120 1.59217
100121 -0.227363
100122 -1.23687
100123 -1.65749
100124 0.894129
100125 0.567132
100126 0.628913
100127 0.650238
100128 -0.35136
100129 0.872708
100130 0.59104
100131 1.11528
100132 0.0288626
100133 0.323074
100134 0.178463
100135 -0.0670282
100136 -0.322138
100137 -1.64547
100138 -0.94843
100139 0.0693511
100140 0.029674
100141 -0.355854
100142 -0.985574
100143 0.770015
100144 0.214911
100145 -0.368276
100146 0.678757
100147 0.401041
100148 0.742763
100149 0.657462
100150 0.914027
100151 0.681958
100152 0.178041
100153 0.965498
100154 0.58897
100155 -0.120486
100156 1.86625
100157 -0.978909
100158 0.15037
100159 -0.270533
100160 0.58884
100161 0.523503
100162 0.0117599
100163 1.10004
100164 0.84363
100165 1.49738
100166 0.145931
100167 0.343241
100168 1.65693
100169 1.87941
100170 1.8603
100171 1.07108
100172 0.789161
100173 0.386348
100174 1.99958
100175 0.574234
100176 0.542798
100177 0.106843
100178 1.31161
100179 -0.215366
100180 1.69856
100181 -0.825996
100182 1.59214
100183 0.793135
100184 1.29765
100185 -1.02518
100186 1.83806
100187 1.21091
100188 1.05629
100189 0.0837997
100190 1.73373
100191 0.320129
100192 1.15859
100193 -0.287808
100194 1.3365
100195 0.257309
100196 -1.07291
100197 0.676507
100198 0.599755
100199 -0.0784351
100200 2.53528
100201 0.374569
100202 1.79785
100203 1.69287
100204 0.103487
100205 -0.57168
100206 0.624604
100207 1.01741
100208 1.61419
100209 0.941554
100210 1.16552
100211 -0.164523
100212 1.04112
100213 0.879024
100214 0.458428
100215 0.756135
100216 0.504243
100217 0.148605
100218 0.351865
100219 1.18163
100220 2.09983
100221 0.176601
100222 0.702669
100223 2.46436
100224 -0.529215
100225 -2.00054
100226 -0.101351
100227 1.0312
100228 2.68309
100229 1.58443
100230 0.570635
100231 1.5176
100232 0.735108
100233 1.47071
100234 0.18933
100235 1.73338
100236 -0.185094
100237 1.45567
100238 1.7522
100239 0.701948
100240 -0.533558
100241 1.95072
100242 0.778287
100243 0.640335
100244 -0.00408715
100245 2.12694
100246 0.988296
100247 0.812629
100248 1.94181
100249 3.12657
100250 1.66798
100251 0.559209
100252 0.809847
100253 0.791255
100254 -0.571237
100255 0.689433
100256 1.16017
100257 1.57377
100258 0.634423
100259 1.18543
100260 1.44606
100261 1.62924
100262 0.151543
100263 0.778739
100264 0.599123
100265 1.06248
100266 2.05132
100267 1.34377
100268 2.27527
100269 0.488088
100270 0.839958
100271 1.33661
100272 0.48654
100273 2.04674
100274 1.17114
100275 2.0061
100276 0.405158
100277 0.671027
100278 2.3973
100279 1.23574
100280 1.64407
100281 0.823533
100282 1.42789
100283 0.579293
100284 0.619864
100285 1.32295
100286 1.83372
100287 1.21218
100288 0.368585
100289 0.558234
100290 1.00479
100291 1.67423
100292 0.622711
100293 1.20378
100294 0.0350877
100295 -0.404467
100296 -0.0802264
100297 0.474776
100298 0.852849
100299 0.73213
100300 1.69872
100301 2.15267
100302 2.12633
100303 -0.198375
100304 0.478257
100305 0.403735
100306 0.763205
100307 1.01876
100308 2.19385
100309 1.30341
100310 0.615905
100311 1.6191
100312 3.22339
100313 -0.593818
100314 1.26336
100315 0.464299
100316 1.74288
100317 0.309616
100318 -0.405477
100319 0.676166
100320 0.517651
100321 -0.174302
100322 0.556657
100323 0.0414471
100324 0.212122
100325 1.29819
100326 0.24544
100327 0.191683
100328 0.931795
100329 0.376718
100330 -0.123661
100331 -1.11786
100332 -0.734574
100333 1.55038
100334 0.439376
100335 -0.668575
100336 -1.25369
100337 -0.450416
100338 0.644788
100339 -1.50683
100340 -0.598992
100341 -0.243131
100342 0.00644247
100343 0.794237
100344 0.998439
100345 1.19143
100346 -0.154022
100347 1.35004
100348 0.82583
100349 0.629181
100350 0.145926
100351 1.04107
100352 -0.585818
100353 0.117327
100354 -0.250364
100355 1.80918
100356 0.772744
100357 1.43925
100358 -0.399897
100359 0.917758
100360 1.75743
100361 -0.855869
100362 -0.978834
100363 0.33062
100364 0.858968
100365 0.821186
100366 -0.042859
100367 0.724168
100368 1.15004
100369 1.05864
100370 1.03103
100371 0.729106
100372 0.587392
100373 0.435384
100374 0.881514
100375 0.836877
100376 0.797096
100377 1.80092
100378 -0.0514852
100379 0.508472
100380 0.233391
100381 1.2409
100382 0.182442
100383 -0.576841
100384 0.837834
100385 0.642119
100386 -0.280552
100387 0.575686
100388 -0.376579
100389 0.855468
100390 1.65672
100391 0.0857149
100392 0.530005
100393 1.13628
100394 1.87027
100395 1.18032
100396 0.43041
100397 1.0963
100398 1.58037
100399 2.12598
100400 -0.928777
100401 1.23446
100402 -0.0204723
100403 0.600768
100404 0.453482
100405 1.97753
100406 -0.454987
100407 1.48872
100408 -0.485203
100409 1.68022
100410 -0.32166
100411 -0.917683
100412 1.01017
100413 0.575106
100414 0.761723
100415 0.969898
100416 0.0571905
100417 -0.0813193
100418 -0.349781
100419 2.31556
100420 0.373881
100421 0.331628
100422 1.10994
100423 0.123834
100424 1.11308
100425 1.93022
100426 1.40795
100427 0.433915
100428 0.969746
100429 0.713106
100430 -0.277754
100431 1.36994
100432 1.29359
100433 -0.59308
100434 -0.609063
100435 0.157107
100436 -0.748785
100437 0.403804
100438 -0.0563029
100439 0.378447
100440 -0.296086
100441 -1.30804
100442 -0.492461
100443 0.517561
100444 -0.25753
100445 -1.07647
100446 0.512379
100447 0.589058
100448 -0.188934
100449 0.646922
100450 -0.4354
100451 -0.00027502
100452 0.374159
100453 -0.132736
100454 -0.35646
100455 -0.748237
100456 -0.316569
100457 -0.17106
100458 1.46043
100459 0.686217
100460 -0.558098
100461 0.592059
100462 0.0896467
100463 0.0467097
100464 -0.409609
100465 -1.05742
100466 1.1411
100467 0.846871
100468 0.644385
100469 0.414396
100470 -0.844856
100471 -1.15546
100472 0.44705
100473 0.0966976
100474 0.640711
100475 1.38103
100476 0.754513
100477 -1.15396
100478 0.673804
100479 0.570664
100480 -1.42189
100481 0.924731
100482 1.59572
100483 0.293286
100484 0.349025
100485 0.54512
100486 1.87084
100487 1.22519
100488 0.311808
100489 -0.764332
100490 0.645919
100491 -0.552247
100492 0.663612
100493 1.36468
100494 -1.27741
100495 -0.339308
100496 0.433061
100497 0.0836958
100498 0.818475
100499 0.884163
100500 -0.733392
100501 -0.792427
100502 -0.70649
100503 0.128355
100504 1.48559
100505 0.628246
100506 0.477312
100507 0.410729
100508 0.623427
100509 1.10684
100510 -0.136993
100511 0.157441
100512 1.1481
100513 0.486788
100514 0.757458
100515 -0.608074
100516 2.03318
100517 -0.360289
100518 -0.461475
100519 0.874038
100520 0.44047
100521 0.361344
100522 0.21227
100523 -0.290248
100524 0.514039
100525 0.0730121
100526 -0.321699
100527 2.04166
100528 0.0707035
100529 -0.0996813
100530 1.70363
100531 0.127906
100532 -0.794947
100533 2.46845
100534 -0.371707
100535 -0.882884
100536 0.569276
100537 1.92607
100538 -0.183785
100539 0.789843
100540 0.0495694
100541 -0.0217365
100542 0.162139
100543 0.486269
100544 -1.28823
100545 0.351522
100546 -0.795369
100547 1.18492
100548 0.826083
100549 0.676134
100550 2.04632
100551 0.327274
100552 0.816986
100553 -0.0056058
100554 0.66833
100555 -0.735329
100556 -0.394484
100557 -0.906004
100558 1.4073
100559 -1.6373
100560 0.190377
100561 1.07102
100562 -0.282675
100563 0.817632
100564 -0.278841
100565 -0.600411
100566 -1.38981
100567 -0.454566
100568 -0.707179
100569 -1.42982
100570 -0.487622
100571 0.258338
100572 0.593411
100573 1.50629
100574 1.75427
100575 0.549497
100576 1.37014
100577 0.611716
100578 0.620575
100579 0.0851944
100580 0.221711
100581 -0.377944
100582 -0.15092
100583 0.898978
100584 -0.209402
100585 2.03034
100586 -0.0809184
100587 -0.620874
100588 -0.975926
100589 -0.549884
100590 2.6426
100591 1.26237
100592 0.363101
100593 -0.843355
100594 0.230473
100595 -0.161069
100596 0.605387
100597 0.483826
100598 1.14902
100599 1.14762
100600 -0.535614
100601 -0.344709
100602 -0.22307
100603 -0.782048
100604 1.1221
100605 0.39389
100606 -0.385372
100607 -0.528784
100608 -0.0973404
100609 -0.92169
100610 0.370129
100611 1.10721
100612 -1.4284
100613 -1.57086
100614 0.267914
100615 0.570177
100616 -0.609724
100617 0.742424
100618 -1.27503
100619 -0.0521005
100620 1.08868
100621 -0.176479
100622 0.937596
100623 -0.425482
